Ma_BDS,Ngay_dang,So_phong_ngu,So_nha_tam,Duong,Phuong,Quan,Thanh_pho,Dien_tich_su_dung,Dien_tich_dat,Chieu_dai,Chieu_rong,Gia_ban
21854225,03/08/2025,6.0,3.0,Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, TPHCM,,64.0,16.0,4.0,6000000000.0
21824482,03/08/2025,6.0,3.0,Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,,80.0,20.0,4.0,8500000000.0
22692089,03/08/2025,3.0,2.0,Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,120.0,68.0,15.0,4.5,4850000000.0
22524070,03/08/2025,5.0,5.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,280.0,72.0,18.0,4.0,5600000000.0
22360220,03/08/2025,4.0,5.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,280.0,72.0,18.0,4.0,7600000000.0
22333274,03/08/2025,2.0,2.0,Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,90.0,48.0,12.0,4.0,3550000000.0
22631359,03/08/2025,3.0,2.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,110.0,48.0,12.0,4.0,3850000000.0
22228490,03/08/2025,5.0,4.0,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,210.0,56.0,14.0,4.0,5650000000.0
22338960,03/08/2025,2.0,2.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,90.0,48.0,12.0,4.0,3890000000.0
22482092,03/08/2025,2.0,2.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,70.0,36.0,9.0,4.0,2980000000.0
22489810,03/08/2025,10.0,14.0,An Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM,135.0,135.0,13.5,10.0,9000000000.0
22699842,02/08/2025,5.0,3.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,,80.0,20.0,4.0,7350000000.0
22698788,02/08/2025,6.0,6.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,240.0,80.0,20.0,4.2,7350000000.0
22693680,02/08/2025,3.0,2.0,Đường số 1, Phường Tân Tạo A, Quận Bình Tân, TPHCM,,80.0,20.0,4.0,5200000000.0
22693924,02/08/2025,2.0,2.0,Đường số 1, Phường Tân Tạo A, Quận Bình Tân, TPHCM,,36.0,9.0,4.0,3290000000.0
22694270,02/08/2025,4.0,3.0,Cầu Kinh, Phường Tân Tạo A, Quận Bình Tân, TPHCM,,70.0,17.0,4.0,5300000000.0
22651303,02/08/2025,5.0,5.0,Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, TPHCM,86.0,86.0,14.0,5.0,4650000000.0
22100386,02/08/2025,2.0,1.0,Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, TPHCM,56.0,59.8,7.0,3.5,3150000000.0
22700730,03/08/2025,4.0,2.0,Đường số 20, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,79.0,53.0,10.0,5.3,4199000000.0
22700818,02/08/2025,6.0,6.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,64.0,64.0,16.0,4.0,7800000000.0
22699377,01/08/2025,4.0,4.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,113.0,113.0,18.0,6.0,6990000000.0
22699265,01/08/2025,5.0,6.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,60.0,60.0,15.0,4.0,8700000000.0
22694215,01/08/2025,4.0,4.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,68.0,68.0,14.0,4.2,6050000000.0
22688690,01/08/2025,7.0,7.0,Tân Kỳ Tân Quý, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,300.0,100.0,20.0,5.0,9800000000.0
22688438,01/08/2025,6.0,3.0,Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,250.0,100.0,25.0,4.0,6950000000.0
22691521,01/08/2025,4.0,4.0,Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,60.0,60.0,15.0,4.0,7700000000.0
22690899,01/08/2025,5.0,4.0,Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,90.0,90.0,20.0,5.8,6250000000.0
22690898,01/08/2025,4.0,5.0,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,65.0,65.0,16.5,4.0,8900000000.0
22690897,01/08/2025,4.0,5.0,Đường số 18B, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,74.0,74.0,18.5,4.0,6500000000.0
22690405,01/08/2025,2.0,2.0,Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, TPHCM,756.0,653.0,53.0,12.0,30000000000.0
22688696,01/08/2025,4.0,4.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,81.0,81.0,20.0,4.0,6350000000.0
22688498,01/08/2025,24.0,24.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,500.0,500.0,45.0,10.5,23500000000.0
22698695,01/08/2025,3.0,2.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,130.0,66.0,14.0,4.5,4899000000.0
22688488,01/08/2025,2.0,2.0,Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,64.0,64.0,16.0,4.0,5700000000.0
22688457,01/08/2025,2.0,2.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,180.0,180.0,20.0,9.0,12800000000.0
22690383,01/08/2025,4.0,3.0,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,86.0,95.0,12.5,7.65,6000000000.0
22689368,01/08/2025,7.0,7.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,80.0,80.0,20.0,4.0,8300000000.0
22689364,01/08/2025,10.0,6.0,Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,134.0,134.0,13.0,10.5,13500000000.0
22688706,01/08/2025,4.0,2.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,82.0,82.0,20.0,4.1,5050000000.0
22688704,01/08/2025,3.0,3.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,74.0,74.0,18.5,4.0,6300000000.0
22688702,01/08/2025,2.0,2.0,Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,77.0,77.0,19.2,4.0,5500000000.0
22692127,03/08/2025,2.0,2.0,Đường số 8, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,92.0,46.0,12.0,3.8,4550000000.0
22688700,01/08/2025,4.0,4.0,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,77.0,77.0,19.5,4.0,6500000000.0
22699555,03/08/2025,2.0,2.0,Liên khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,139.0,94.0,13.0,6.3,5499000000.0
22688487,01/08/2025,6.0,6.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,300.0,120.0,30.0,4.0,8600000000.0
22688484,01/08/2025,2.0,2.0,Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,87.0,87.0,22.0,4.0,5500000000.0
22688483,01/08/2025,5.0,5.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,250.0,250.0,25.0,10.0,13900000000.0
22693698,01/08/2025,5.0,,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,300.0,115.0,21.0,5.0,6500000000.0
22688482,01/08/2025,10.0,10.0,Đường Sinco, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,142.0,142.0,22.0,6.1,8000000000.0
22695969,01/08/2025,2.0,1.0,Phan Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,92.0,92.0,20.0,4.0,5500000000.0
22693965,01/08/2025,6.0,3.0,Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,200.0,72.0,18.0,4.0,6600000000.0
22699792,03/08/2025,4.0,3.0,Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,239.0,96.0,9.6,10.0,6950000000.0
22694499,01/08/2025,5.0,5.0,Đình Nghi Xuân, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,210.0,65.0,13.0,5.0,6900000000.0
22689617,01/08/2025,4.0,5.0,Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,61.0,61.0,15.2,4.0,6990000000.0
22690165,01/08/2025,4.0,4.0,Kinh Dương Vương, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,58.0,58.0,14.0,4.1,7500000000.0
22690177,01/08/2025,10.0,10.0,Đường Sinco, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,142.0,142.0,22.0,6.15,8000000000.0
22694754,01/08/2025,4.0,4.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,202.0,67.0,14.9,4.5,7400000000.0
22696343,03/08/2025,5.0,5.0,Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,200.0,50.0,12.5,4.0,6800000000.0
22695117,01/08/2025,5.0,3.0,Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,192.0,77.0,17.5,4.4,5700000000.0
22696300,01/08/2025,3.0,2.0,Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,96.0,54.0,13.5,4.0,4940000000.0
22697781,01/08/2025,2.0,2.0,Đường số 4, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,100.0,60.0,12.0,4.0,4998000000.0
22697780,01/08/2025,2.0,2.0,Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,60.0,32.0,5.0,4.0,3749000000.0
22694355,01/08/2025,4.0,3.0,Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,189.0,63.0,9.0,7.0,6600000000.0
22696305,01/08/2025,2.0,2.0,Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,110.0,56.0,14.0,4.0,5700000000.0
22692130,01/08/2025,4.0,3.0,Đường số 21, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,168.0,56.0,14.0,4.0,4560000000.0
22688504,01/08/2025,5.0,5.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,75.0,75.0,19.0,4.0,7000000000.0
22700431,01/08/2025,2.0,2.0,Đường số 4, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,79.0,48.0,9.0,4.0,4499000000.0
22697778,01/08/2025,2.0,2.0,Đường số 9, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,79.0,44.0,8.0,4.0,3980000000.0
22698933,01/08/2025,4.0,4.0,Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,63.0,63.0,15.0,4.1,6600000000.0
22699996,01/08/2025,3.0,2.0,Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,111.0,56.0,11.0,4.0,5899000000.0
22698953,01/08/2025,4.0,5.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,57.0,57.0,14.0,4.0,6400000000.0
22698964,01/08/2025,2.0,2.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,32.0,32.0,8.0,4.15,3150000000.0
22700581,01/08/2025,4.0,4.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,100.0,100.0,20.0,5.0,6600000000.0
22700582,01/08/2025,3.0,4.0,Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,52.0,52.0,13.0,4.0,6600000000.0
22700725,01/08/2025,4.0,3.0,Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,53.0,53.0,10.0,5.3,4200000000.0
22691059,31/07/2025,5.0,5.0,Đường số 4, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,73.0,73.0,18.0,4.0,7190000000.0
22697498,31/07/2025,4.0,5.0,Liên Khu 8-9, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,199.0,64.0,16.0,4.0,6799000000.0
22660358,31/07/2025,4.0,5.0,173/8bis An Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM,234.0,72.0,18.0,4.0,7200000000.0
22699021,31/07/2025,6.0,5.0,Đường số 2, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,81.0,81.0,18.0,4.5,7800000000.0
22691323,30/07/2025,2.0,2.0,Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,140.0,72.0,18.0,4.0,5200000000.0
22699550,30/07/2025,2.0,2.0,Đường số 3, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,239.0,144.0,24.0,6.0,5499000000.0
22691907,30/07/2025,3.0,4.0,Miếu Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,180.0,60.0,15.0,4.0,5850000000.0
22690418,30/07/2025,3.0,3.0,Liên Khu 8-9, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,47.0,47.0,12.0,4.0,4690000000.0
22690076,30/07/2025,3.0,2.0,Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,,40.0,10.0,4.0,4050000000.0
22690013,30/07/2025,3.0,2.0,Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,120.0,40.0,10.0,4.0,4050000000.0
22693235,30/07/2025,4.0,3.0,Đường số 18A, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,160.0,60.0,15.0,4.0,4950000000.0
22693735,30/07/2025,3.0,2.0,Đường số 8, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,110.0,42.0,8.0,3.9,4350000000.0
22694027,30/07/2025,5.0,6.0,Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,168.0,56.0,14.0,4.0,8700000000.0
22699795,30/07/2025,4.0,3.0,Đường 18D, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,139.0,52.0,13.0,4.0,5499000000.0
22692355,30/07/2025,1.0,1.0,Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,66.0,48.0,9.0,4.0,4450000000.0
22695111,30/07/2025,3.0,3.0,Tên Lửa, Phường An Lạc A, Quận Bình Tân, TPHCM,110.0,56.0,14.0,4.0,4999000000.0
22694364,30/07/2025,4.0,3.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,120.0,48.0,12.0,4.0,5700000000.0
22691699,30/07/2025,2.0,2.0,Liên Khu 8-9, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,,63.0,16.0,4.0,5090000000.0
22690535,30/07/2025,2.0,1.0,Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,64.0,64.0,16.0,4.0,5950000000.0
22692095,30/07/2025,2.0,2.0,Đường số 4, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,128.0,64.0,16.0,4.0,5650000000.0
22693230,30/07/2025,4.0,3.0,Đường số 2, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,160.0,54.0,13.5,4.0,5300000000.0
22700385,30/07/2025,2.0,1.0,Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,70.0,70.0,17.5,4.0,4950000000.0
22700388,30/07/2025,2.0,,Đường 13A, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,80.0,40.0,7.0,4.0,3799000000.0
22698311,30/07/2025,2.0,2.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,,40.0,8.0,4.0,2650000000.0
22696834,29/07/2025,3.0,4.0,Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,180.0,68.0,17.5,4.0,5990000000.0
22692356,29/07/2025,4.0,3.0,Đường số 1C, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,120.0,52.0,13.0,4.0,5300000000.0
22694923,27/07/2025,6.0,5.0,Đường số 3, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,,75.0,15.0,5.5,6850000000.0
22699617,26/07/2025,2.0,2.0,59/58/3 Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,96.0,48.0,12.0,4.0,4479000000.0
22694825,26/07/2025,2.0,2.0,Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,,34.0,8.5,4.0,3450000000.0
22699239,24/07/2025,2.0,2.0,Đường số 8, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,64.0,64.0,17.0,4.0,3500000000.0
22682838,22/07/2025,1.0,1.0,Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM,,46.0,10.0,4.6,850000000.0
22679967,22/07/2025,3.0,1.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,,125.0,25.0,5.0,6700000000.0
22632173,22/07/2025,1.0,1.0,Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, TPHCM,,24.0,6.0,4.0,790000000.0
22547841,22/07/2025,4.0,3.0,Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,,53.2,14.0,3.8,5500000000.0
22645182,22/07/2025,1.0,1.0,Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, TPHCM,56.0,56.0,14.0,4.0,3500000000.0
22659140,22/07/2025,2.0,1.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,78.75,17.5,4.5,980000000.0
22674184,22/07/2025,1.0,1.0,Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, TPHCM,,32.0,4.0,8.0,500000000.0
22496454,22/07/2025,1.0,1.0,Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, TPHCM,24.0,24.0,6.0,4.0,850000000.0
22598364,22/07/2025,4.0,2.0,Đường số 1, Phường Tân Tạo A, Quận Bình Tân, TPHCM,111.4,46.3,13.0,3.5,3200000000.0
22618617,22/07/2025,4.0,3.0,Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TPHCM,120.0,24.0,8.0,3.0,1900000000.0
22657953,22/07/2025,1.0,1.0,Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM,46.0,46.0,10.0,4.6,850000000.0
22686792,22/07/2025,4.0,3.0,Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM,130.0,100.0,20.0,5.0,6500000000.0
22695973,22/07/2025,5.0,6.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,74.0,18.5,4.0,7300000000.0
22696005,22/07/2025,2.0,3.0,Đình Nghi Xuân, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,73.5,24.5,7.0,3.5,2350000000.0
22693530,12/07/2025,3.0,3.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,54.61,12.7,4.3,2590000000.0
22695784,10/07/2025,4.0,5.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,332.0,83.0,20.0,4.1,6500000000.0
22687454,07/07/2025,4.0,5.0,Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,53.0,13.0,4.0,8200000000.0
22662208,07/07/2025,4.0,4.0,Liên Khu 16-18, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,65.0,100.0,25.0,4.0,6800000000.0
22665412,07/07/2025,2.0,2.0,Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM,,558.0,62.0,9.0,27000000000.0
22693058,07/07/2025,4.0,5.0,Đường số 6, Phường An Lạc A, Quận Bình Tân, TPHCM,,60.0,15.0,4.0,7500000000.0
22693847,30/06/2025,4.0,4.0,Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,,57.0,15.0,4.0,6150000000.0
22631541,26/06/2025,4.0,6.0,Đường Sinco, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,500.0,230.0,35.0,7.0,12900000000.0
21905523,26/06/2025,6.0,4.0,Nguyễn Hới, Phường An Lạc, Quận Bình Tân, TPHCM,600.0,275.0,25.0,7.0,23500000000.0
22680806,19/06/2025,15.0,15.0,Chiến Lược, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,830.0,830.0,55.0,15.0,40000000000.0
22668512,19/06/2025,6.0,5.0,Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,272.0,94.0,20.0,5.0,7300000000.0
22686202,14/06/2025,4.0,4.0,Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,66.0,13.2,5.0,3550000000.0
22690620,13/06/2025,2.0,3.0,Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,50.0,50.0,12.0,4.0,3999000000.0
22690625,13/06/2025,4.0,1.0,Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,65.0,65.0,14.0,4.5,4999000000.0
22687681,11/06/2025,8.0,6.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,105.0,105.0,26.5,4.0,8000000000.0
22686063,11/06/2025,4.0,3.0,Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM,180.0,100.0,20.0,5.0,6599000000.0
22686762,11/06/2025,10.0,10.0,Đường Sinco, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,320.0,320.0,30.0,15.0,10800000000.0
22686158,11/06/2025,6.0,3.0,An Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM,100.0,100.0,20.0,5.0,7000000000.0
22412145,11/06/2025,11.0,11.0,Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,240.0,100.0,18.0,5.5,4400000000.0
22688009,11/06/2025,6.0,5.0,Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,114.0,114.0,30.0,4.0,8800000000.0
22688481,11/06/2025,4.0,3.0,Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TPHCM,48.0,48.0,12.0,4.0,5500000000.0
22690056,11/06/2025,3.0,3.0,Đường số 29, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,44.0,44.0,10.0,4.1,5250000000.0
22690100,11/06/2025,5.0,6.0,Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,210.0,60.0,15.0,4.0,5800000000.0
22683132,09/06/2025,5.0,6.0,Đường 1B, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM,80.0,80.0,16.0,5.0,6100000000.0
22682657,09/06/2025,4.0,5.0,Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,60.0,60.0,12.0,5.0,3300000000.0
22682659,09/06/2025,4.0,5.0,Đường số 1, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,65.0,65.0,13.0,5.0,3450000000.0
22682616,09/06/2025,4.0,5.0,Đường số 11A, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,60.0,60.0,12.0,5.0,4200000000.0
22682785,09/06/2025,4.0,5.0,Đường số 50, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,80.0,80.0,16.0,5.0,3150000000.0
22683214,09/06/2025,4.0,5.0,Phan Anh, Phường Tân Tạo, Quận Bình Tân, TPHCM,80.0,80.0,16.0,5.0,4200000000.0
22682663,09/06/2025,2.0,2.0,Bình Thành, Phường An Lạc A, Quận Bình Tân, TPHCM,60.0,60.0,13.0,5.0,4100000000.0
22685133,09/06/2025,4.0,3.0,Tỉnh Lộ 10, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,,72.0,18.0,4.0,3400000000.0
22410811,09/06/2025,15.0,15.0,Tỉnh Lộ 10, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,220.0,140.0,18.5,8.0,6800000000.0
22686064,09/06/2025,5.0,6.0,Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,70.0,70.0,15.0,4.0,6500000000.0
22410813,09/06/2025,4.0,5.0,Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,250.0,92.0,18.0,5.2,5700000000.0
22687027,09/06/2025,6.0,5.0,Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,78.0,78.0,19.0,4.0,6500000000.0
